演算チャンネル,(1)CA-CH01:Channel01
窓関数,長方形
演算点数,100000
演算モード,リニアスペクトル
微積分設定,微積分しない
演算範囲,最新データ
オーバーオール(dBrms),16.869
,0dB=1m/s^2
周波数(Hz),データ(dB)
424.5,-47.5476
424.6,-47.5483
424.7,-47.522
424.8,-47.5571
424.9,-47.558
425,-47.5032
425.1,-47.5163
425.2,-47.5177
425.3,-47.5335
425.4,-47.4981
425.5,-47.4563
425.6,-47.4626
425.7,-47.4638
425.8,-47.4378
425.9,-47.4296
426,-47.4239
426.1,-47.3948
426.2,-47.4153
426.3,-47.3983
426.4,-47.374
426.5,-47.3571
426.6,-47.3629
426.7,-47.3428
426.8,-47.3289
426.9,-47.3108
427,-47.2903
427.1,-47.3071
427.2,-47.3005
427.3,-47.3445
427.4,-47.2754
427.5,-47.2758
427.6,-47.2543
427.7,-47.2407
427.8,-47.2241
427.9,-47.2146
428,-47.1894
428.1,-47.1931
428.2,-47.1838
428.3,-47.1774
428.4,-47.1534
428.5,-47.1724
428.6,-47.1552
428.7,-47.124
428.8,-47.1485
428.9,-47.0946
429,-47.0987
429.1,-47.0949
429.2,-47.0833
429.3,-47.0479
429.4,-47.0686
429.5,-47.0611
429.6,-47.0341
429.7,-47.0561
429.8,-47.0099
429.9,-47.005
430,-47.0368
430.1,-46.9887
430.2,-46.9432
430.3,-46.9219
430.4,-46.963
430.5,-46.9242
430.6,-46.9437
430.7,-46.8959
430.8,-46.9282
430.9,-46.9055
431,-46.9014
431.1,-46.8866
431.2,-46.8696
431.3,-46.8345
431.4,-46.8464
431.5,-46.8282
431.6,-46.8379
431.7,-46.7863
431.8,-46.7776
431.9,-46.8005
432,-46.7686
432.1,-46.7211
432.2,-46.7162
432.3,-46.712
432.4,-46.7171
432.5,-46.7212
432.6,-46.7037
432.7,-46.6791
432.8,-46.7098
432.9,-46.6608
433,-46.625
433.1,-46.6337
433.2,-46.6007
433.3,-46.6356
433.4,-46.6264
433.5,-46.6071
433.6,-46.5702
433.7,-46.5951
433.8,-46.5263
433.9,-46.5452
434,-46.5595
434.1,-46.5472
434.2,-46.5242
434.3,-46.5195
434.4,-46.5004
434.5,-46.4654
434.6,-46.4655
434.7,-46.4605
434.8,-46.4497
434.9,-46.4356
435,-46.4073
435.1,-46.3692
435.2,-46.3851
435.3,-46.3865
435.4,-46.3833
435.5,-46.3306
435.6,-46.3534
435.7,-46.3355
435.8,-46.2998
435.9,-46.3368
436,-46.3199
436.1,-46.3127
436.2,-46.2838
436.3,-46.2421
436.4,-46.2416
436.5,-46.2315
436.6,-46.2206
436.7,-46.1891
436.8,-46.2087
436.9,-46.2238
437,-46.1796
437.1,-46.1398
437.2,-46.1652
437.3,-46.146
437.4,-46.1432
437.5,-46.1289
437.6,-46.1167
437.7,-46.0778
437.8,-46.0871
437.9,-46.0514
438,-46.0522
438.1,-46.0618
438.2,-46.0325
438.3,-46.026
438.4,-46.0102
438.5,-46.0289
438.6,-45.9653
438.7,-45.993
438.8,-45.9603
438.9,-45.9274
439,-45.9391
439.1,-45.9144
439.2,-45.901
439.3,-45.8917
439.4,-45.882
439.5,-45.8328
439.6,-45.8895
439.7,-45.8452
439.8,-45.8556
439.9,-45.8114
440,-45.7656
440.1,-45.7747
440.2,-45.754
440.3,-45.7565
440.4,-45.703
440.5,-45.7209
440.6,-45.7014
440.7,-45.6706
440.8,-45.681
440.9,-45.6612
441,-45.6861
441.1,-45.6564
441.2,-45.6211
441.3,-45.6082
441.4,-45.594
441.5,-45.6166
441.6,-45.618
441.7,-45.5299
441.8,-45.5523
441.9,-45.5174
442,-45.5181
442.1,-45.5099
442.2,-45.4891
442.3,-45.4837
442.4,-45.4958
442.5,-45.4797
442.6,-45.4149
442.7,-45.434
442.8,-45.4075
442.9,-45.3992
443,-45.3873
443.1,-45.3843
443.2,-45.3773
443.3,-45.3305
443.4,-45.341
443.5,-45.3279
443.6,-45.2901
443.7,-45.3126
443.8,-45.2838
443.9,-45.2619
444,-45.2492
444.1,-45.2441
444.2,-45.2033
444.3,-45.2022
444.4,-45.2001
444.5,-45.1924
444.6,-45.1626
444.7,-45.1594
444.8,-45.1529
444.9,-45.1402
445,-45.1106
445.1,-45.1148
445.2,-45.091
445.3,-45.0683
445.4,-45.0647
445.5,-45.0283
445.6,-45.0191
445.7,-45.0389
445.8,-44.978
445.9,-45.016
446,-44.9908
446.1,-44.9551
446.2,-44.9161
446.3,-44.9109
446.4,-44.9207
446.5,-44.9132
446.6,-44.862
446.7,-44.8299
446.8,-44.8644
446.9,-44.8528
447,-44.8035
447.1,-44.8348
447.2,-44.7901
447.3,-44.7862
447.4,-44.7867
447.5,-44.7446
447.6,-44.7513
447.7,-44.6963
447.8,-44.7087
447.9,-44.7052
448,-44.6861
448.1,-44.6719
448.2,-44.6266
448.3,-44.6228
448.4,-44.6316
448.5,-44.5849
448.6,-44.5703
448.7,-44.5688
448.8,-44.5493
448.9,-44.5414
449,-44.5136
449.1,-44.4949
449.2,-44.4797
449.3,-44.4958
449.4,-44.4505
449.5,-44.4205
449.6,-44.4157
449.7,-44.4116
449.8,-44.389
449.9,-44.3679
450,-44.3624
450.1,-44.3406
450.2,-44.3174
450.3,-44.3258
450.4,-44.2875
450.5,-44.1298
450.6,-44.2543
450.7,-44.2623
450.8,-44.2442
450.9,-44.184
451,-44.2259
451.1,-44.1893
451.2,-44.1692
451.3,-44.1909
451.4,-44.1136
451.5,-44.125
451.6,-44.1229
451.7,-44.0842
451.8,-44.0648
451.9,-44.0536
452,-44.0595
452.1,-44.0267
452.2,-43.9986
452.3,-43.9874
452.4,-43.9752
452.5,-43.929
452.6,-43.9468
452.7,-43.8858
452.8,-43.9262
452.9,-43.8719
453,-43.8637
453.1,-43.8437
453.2,-43.8531
453.3,-43.8189
453.4,-43.819
453.5,-43.8
453.6,-43.7514
453.7,-43.7752
453.8,-43.7268
453.9,-43.7169
454,-43.726
454.1,-43.6877
454.2,-43.6733
454.3,-43.6551
454.4,-43.6322
454.5,-43.6103
454.6,-43.615
454.7,-43.5833
454.8,-43.5528
454.9,-43.5635
455,-43.5261
455.1,-43.5175
455.2,-43.496
455.3,-43.4922
455.4,-43.4633
455.5,-43.4339
455.6,-43.4306
455.7,-43.4031
455.8,-43.3815
455.9,-43.366
456,-43.3472
456.1,-43.3193
456.2,-43.3182
456.3,-43.2905
456.4,-43.26
456.5,-43.2789
456.6,-43.2231
456.7,-43.2098
456.8,-43.2182
456.9,-43.1966
457,-43.1728
457.1,-43.1348
457.2,-43.1562
457.3,-43.1032
457.4,-43.0772
457.5,-43.0511
457.6,-43.0558
457.7,-43.0364
457.8,-43.0195
457.9,-42.9958
458,-43.001
458.1,-42.958
458.2,-42.9332
458.3,-42.9236
458.4,-42.898
458.5,-42.8758
458.6,-42.8588
458.7,-42.8575
458.8,-42.831
458.9,-42.8145
459,-42.7724
459.1,-42.7618
459.2,-42.7613
459.3,-42.7212
459.4,-42.7095
459.5,-42.6937
459.6,-42.6582
459.7,-42.6228
459.8,-42.6202
459.9,-42.615
460,-42.5838
460.1,-42.5606
460.2,-42.5407
460.3,-42.5235
460.4,-42.5151
460.5,-42.495
460.6,-42.4776
460.7,-42.4401
460.8,-42.4287
460.9,-42.4163
461,-42.3883
461.1,-42.3802
461.2,-42.327
461.3,-42.3333
461.4,-42.2877
461.5,-42.2857
461.6,-42.2715
461.7,-42.2559
461.8,-42.2536
461.9,-42.2211
462,-42.1593
462.1,-42.1455
462.2,-42.1257
462.3,-42.113
462.4,-42.1035
462.5,-42.0664
462.6,-42.0524
462.7,-42.0296
462.8,-42.0025
462.9,-41.978
463,-41.9676
463.1,-41.9443
463.2,-41.9401
463.3,-41.9096
463.4,-41.8911
463.5,-41.8636
463.6,-41.8362
463.7,-41.8185
463.8,-41.7911
463.9,-41.7698
464,-41.7362
464.1,-41.7341
464.2,-41.7117
464.3,-41.6923
464.4,-41.6609
464.5,-41.6426
464.6,-41.6094
464.7,-41.5815
464.8,-41.5724
464.9,-41.5383
465,-41.5194
465.1,-41.5004
465.2,-41.4843
465.3,-41.4578
465.4,-41.4372
465.5,-41.4129
465.6,-41.3874
465.7,-41.361
465.8,-41.3375
465.9,-41.3181
466,-41.2782
466.1,-41.2761
466.2,-41.2509
466.3,-41.2023
466.4,-41.1804
466.5,-41.1751
466.6,-41.1378
466.7,-41.122
466.8,-41.0987
466.9,-41.0749
467,-41.0399
467.1,-41.0237
467.2,-40.9982
467.3,-40.9734
467.4,-40.9348
467.5,-40.9248
467.6,-40.9068
467.7,-40.8762
467.8,-40.8425
467.9,-40.8224
468,-40.8049
468.1,-40.7701
468.2,-40.7588
468.3,-40.7211
468.4,-40.6815
468.5,-40.6807
468.6,-40.6575
468.7,-40.6031
468.8,-40.6148
468.9,-40.5629
469,-40.5458
469.1,-40.5237
469.2,-40.4824
469.3,-40.4768
469.4,-40.441
469.5,-40.4114
469.6,-40.3942
469.7,-40.3622
469.8,-40.339
469.9,-40.318
470,-40.2755
470.1,-40.2466
470.2,-40.2475
470.3,-40.1995
470.4,-40.1699
470.5,-40.171
470.6,-40.1136
470.7,-40.0947
470.8,-40.0588
470.9,-40.0463
471,-40.0109
471.1,-39.9947
471.2,-39.946
471.3,-39.9313
471.4,-39.8965
471.5,-39.8634
471.6,-39.8435
471.7,-39.7987
471.8,-39.7947
471.9,-39.7561
472,-39.73
472.1,-39.6909
472.2,-39.6698
472.3,-39.6369
472.4,-39.6194
472.5,-39.5812
472.6,-39.5539
472.7,-39.5356
472.8,-39.4924
472.9,-39.4732
473,-39.4279
473.1,-39.4082
473.2,-39.3788
473.3,-39.344
473.4,-39.3142
473.5,-39.2955
473.6,-39.2565
473.7,-39.2218
473.8,-39.1943
473.9,-39.1665
474,-39.1403
474.1,-39.0977
474.2,-39.084
474.3,-39.0327
474.4,-39.0088
474.5,-38.9695
474.6,-38.9493
474.7,-38.9062
474.8,-38.8779
474.9,-38.8394
475,-38.8036
475.1,-38.7851
475.2,-38.747
475.3,-38.713
475.4,-38.6814
475.5,-38.6556
475.6,-38.6262
475.7,-38.5826
475.8,-38.547
475.9,-38.5084
476,-38.4759
476.1,-38.4584
476.2,-38.4119
476.3,-38.3841
476.4,-38.3461
476.5,-38.3147
476.6,-38.2808
476.7,-38.2466
476.8,-38.2109
476.9,-38.1742
477,-38.1507
477.1,-38.116
477.2,-38.076
477.3,-38.0293
477.4,-37.9946
477.5,-37.959
477.6,-37.9396
477.7,-37.8837
477.8,-37.8607
477.9,-37.8169
478,-37.7799
478.1,-37.7504
478.2,-37.7147
478.3,-37.6681
478.4,-37.6167
478.5,-37.6078
478.6,-37.5719
478.7,-37.5226
478.8,-37.4864
478.9,-37.4408
479,-37.4199
479.1,-37.3792
479.2,-37.3302
479.3,-37.2984
479.4,-37.2583
479.5,-37.2092
479.6,-37.1706
479.7,-37.1302
479.8,-37.1006
479.9,-37.0655
480,-37.0106
480.1,-36.9781
480.2,-36.9504
480.3,-36.8917
480.4,-36.8576
480.5,-36.8187
480.6,-36.78
480.7,-36.7313
480.8,-36.7022
480.9,-36.6501
481,-36.6034
481.1,-36.5631
481.2,-36.5238
481.3,-36.486
481.4,-36.436
481.5,-36.3977
481.6,-36.3532
481.7,-36.3114
481.8,-36.262
481.9,-36.2195
482,-36.1733
482.1,-36.1355
482.2,-36.0792
482.3,-36.0398
482.4,-35.9847
482.5,-35.9398
482.6,-35.8955
482.7,-35.8464
482.8,-35.8003
482.9,-35.7578
483,-35.7084
483.1,-35.6676
483.2,-35.6135
483.3,-35.5597
483.4,-35.5185
483.5,-35.481
483.6,-35.4238
483.7,-35.3772
483.8,-35.3319
483.9,-35.2908
484,-35.229
484.1,-35.1764
484.2,-35.1221
484.3,-35.0883
484.4,-35.0317
484.5,-34.9707
484.6,-34.9313
484.7,-34.8686
484.8,-34.824
484.9,-34.7639
485,-34.7224
485.1,-34.6576
485.2,-34.6056
485.3,-34.5457
485.4,-34.4954
485.5,-34.4521
485.6,-34.3889
485.7,-34.3251
485.8,-34.2728
485.9,-34.2252
486,-34.1586
486.1,-34.1165
486.2,-34.0561
486.3,-33.9935
486.4,-33.936
486.5,-33.8851
486.6,-33.8266
486.7,-33.7585
486.8,-33.6979
486.9,-33.6453
487,-33.5749
487.1,-33.5154
487.2,-33.4459
487.3,-33.382
487.4,-33.3273
487.5,-33.2693
487.6,-33.1993
487.7,-33.1394
487.8,-33.0722
487.9,-33.0008
488,-32.9381
488.1,-32.8814
488.2,-32.8083
488.3,-32.7461
488.4,-32.6757
488.5,-32.6055
488.6,-32.5396
488.7,-32.4768
488.8,-32.404
488.9,-32.3323
489,-32.2619
489.1,-32.1855
489.2,-32.115
489.3,-32.0392
489.4,-31.9707
489.5,-31.8941
489.6,-31.8225
489.7,-31.7431
489.8,-31.6727
489.9,-31.588
490,-31.5092
490.1,-31.4304
490.2,-31.3522
490.3,-31.2721
490.4,-31.1909
490.5,-31.1077
490.6,-31.0261
490.7,-30.9525
490.8,-30.8664
490.9,-30.7861
491,-30.6931
491.1,-30.6089
491.2,-30.521
491.3,-30.428
491.4,-30.3413
491.5,-30.2548
491.6,-30.1646
491.7,-30.0723
491.8,-29.9788
491.9,-29.8828
492,-29.7911
492.1,-29.686
492.2,-29.6008
492.3,-29.4967
492.4,-29.3987
492.5,-29.2957
492.6,-29.1977
492.7,-29.0913
492.8,-28.9896
492.9,-28.8826
493,-28.7709
493.1,-28.6679
493.2,-28.5496
493.3,-28.4454
493.4,-28.3279
493.5,-28.216
493.6,-28.1071
493.7,-27.9907
493.8,-27.8617
493.9,-27.7446
494,-27.6195
494.1,-27.4951
494.2,-27.3715
494.3,-27.2414
494.4,-27.1048
494.5,-26.9795
494.6,-26.8475
494.7,-26.7115
494.8,-26.5697
494.9,-26.429
495,-26.2879
495.1,-26.144
495.2,-25.9915
495.3,-25.8394
495.4,-25.6818
495.5,-25.5318
495.6,-25.372
495.7,-25.2135
495.8,-25.0442
495.9,-24.8684
496,-24.7076
496.1,-24.5263
496.2,-24.35
496.3,-24.1695
496.4,-23.9797
496.5,-23.7857
496.6,-23.5872
496.7,-23.389
496.8,-23.18
496.9,-22.9685
497,-22.7621
497.1,-22.544
497.2,-22.3185
497.3,-22.0851
497.4,-21.8462
497.5,-21.598
497.6,-21.3477
497.7,-21.0818
497.8,-20.816
497.9,-20.5381
498,-20.251
498.1,-19.9504
498.2,-19.6449
498.3,-19.3216
498.4,-18.9912
498.5,-18.651
498.6,-18.2899
498.7,-17.9189
498.8,-17.5204
498.9,-17.1226
499,-16.6798
499.1,-16.2424
499.2,-15.7629
499.3,-15.2616
499.4,-14.7161
499.5,-14.1416
499.6,-13.5264
499.7,-12.861
499.8,-12.1552
499.9,-11.3746
500,-10.514
500.1,-9.57252
500.2,-8.50359
500.3,-7.28393
500.4,-5.87572
500.5,-4.19184
500.6,-2.02284
500.7,0.752282
500.8,4.89243
500.9,13.1168
501,17.8661
501.1,6.43318
501.2,1.65771
501.3,-1.41083
501.4,-3.61518
501.5,-5.43649
501.6,-6.93307
501.7,-8.19907
501.8,-9.30678
501.9,-10.297
502,-11.1736
502.1,-11.9749
502.2,-12.7159
502.3,-13.3863
502.4,-14.0113
502.5,-14.5954
502.6,-15.1394
502.7,-15.6635
502.8,-16.1514
502.9,-16.6259
503,-17.0525
503.1,-17.4815
503.2,-17.8702
503.3,-18.2549
503.4,-18.6171
503.5,-18.9732
503.6,-19.3075
503.7,-19.6283
503.8,-19.9456
503.9,-20.2392
504,-20.5341
504.1,-20.8161
504.2,-21.0954
504.3,-21.3576
504.4,-21.6159
504.5,-21.8654
504.6,-22.1105
504.7,-22.3459
504.8,-22.5784
504.9,-22.8063
505,-23.0336
505.1,-23.2392
505.2,-23.4437
505.3,-23.652
505.4,-23.8459
505.5,-24.0394
505.6,-24.2321
505.7,-24.4199
505.8,-24.6052
505.9,-24.7784
506,-24.9625
506.1,-25.1239
506.2,-25.2892
506.3,-25.4588
506.4,-25.6294
506.5,-25.7914
506.6,-25.943
506.7,-26.0915
506.8,-26.2425
506.9,-26.3941
507,-26.5426
507.1,-26.6852
507.2,-26.8264
507.3,-26.9698
507.4,-27.1041
507.5,-27.2454
507.6,-27.3681
507.7,-27.5017
507.8,-27.6307
507.9,-27.7589
508,-27.8843
508.1,-28.0113
508.2,-28.1269
508.3,-28.2511
508.4,-28.3783
508.5,-28.4873
508.6,-28.6056
508.7,-28.7252
508.8,-28.8324
508.9,-28.9431
509,-29.0451
509.1,-29.1614
509.2,-29.27
509.3,-29.3702
509.4,-29.4803
509.5,-29.5861
509.6,-29.6881
509.7,-29.7842
509.8,-29.8986
509.9,-29.9852
510,-30.0901
510.1,-30.1796
510.2,-30.2792
510.3,-30.3712
510.4,-30.4719
510.5,-30.5582
510.6,-30.6522
510.7,-30.7421
510.8,-30.8293
510.9,-30.9224
511,-31.0052
511.1,-31.102
511.2,-31.1859
511.3,-31.2796
511.4,-31.3619
511.5,-31.4406
511.6,-31.5202
511.7,-31.6071
511.8,-31.6866
511.9,-31.768
512,-31.8442
512.1,-31.9135
512.2,-32.0048
512.3,-32.0796
512.4,-32.1553
512.5,-32.2321
512.6,-32.3166
512.7,-32.3858
512.8,-32.47
512.9,-32.526
513,-32.6064
513.1,-32.6833
513.2,-32.7582
513.3,-32.8182
513.4,-32.9084
513.5,-32.9702
513.6,-33.0372
513.7,-33.1188
513.8,-33.1789
513.9,-33.2509
514,-33.3188
514.1,-33.379
514.2,-33.4447
514.3,-33.519
514.4,-33.5852
514.5,-33.6542
514.6,-33.7259
514.7,-33.7827
514.8,-33.8316
514.9,-33.919
515,-33.9717
515.1,-34.0345
515.2,-34.085
515.3,-34.1531
515.4,-34.2311
515.5,-34.2914
515.6,-34.3375
515.7,-34.3943
515.8,-34.4586
515.9,-34.5411
516,-34.5726
516.1,-34.6552
516.2,-34.6918
516.3,-34.7526
516.4,-34.8139
516.5,-34.8707
516.6,-34.9397
516.7,-34.985
516.8,-35.0326
516.9,-35.0915
517,-35.1509
517.1,-35.2184
517.2,-35.2695
517.3,-35.3299
517.4,-35.3764
517.5,-35.4265
517.6,-35.4732
517.7,-35.5533
517.8,-35.6008
517.9,-35.6417
518,-35.6887
518.1,-35.745
518.2,-35.7961
518.3,-35.8433
518.4,-35.9037
518.5,-35.9682
518.6,-35.9966
518.7,-36.0469
518.8,-36.0981
518.9,-36.1459
519,-36.2039
519.1,-36.2523
519.2,-36.3208
519.3,-36.3419
519.4,-36.4125
519.5,-36.4406
519.6,-36.4944
519.7,-36.5629
519.8,-36.5837
519.9,-36.6377
520,-36.6728
520.1,-36.7218
520.2,-36.7747
520.3,-36.8292
520.4,-36.8606
520.5,-36.9038
520.6,-36.9535
520.7,-36.9885
520.8,-37.0463
520.9,-37.0912
521,-37.1327
521.1,-37.1754
521.2,-37.218
521.3,-37.2765
521.4,-37.3132
521.5,-37.3665
521.6,-37.403
521.7,-37.4465
521.8,-37.4816
521.9,-37.5357
522,-37.5681
522.1,-37.6196
522.2,-37.6565
522.3,-37.7121
522.4,-37.7427
522.5,-37.7654
522.6,-37.8378
522.7,-37.8695
522.8,-37.9167
522.9,-37.9532
523,-37.9966
523.1,-38.0326
523.2,-38.0784
523.3,-38.1172
523.4,-38.1541
523.5,-38.2019
523.6,-38.2361
523.7,-38.2793
523.8,-38.3045
523.9,-38.3536
524,-38.3968
524.1,-38.4268
524.2,-38.4865
524.3,-38.4964
524.4,-38.5466
524.5,-38.5901
524.6,-38.6145
524.7,-38.6686
524.8,-38.7048
524.9,-38.7291
525,-38.7788
525.1,-38.8013
525.2,-38.8296
525.3,-38.8669
525.4,-38.9294
525.5,-38.9639
525.6,-38.9835
525.7,-39.0425
525.8,-39.0658
525.9,-39.1186
526,-39.1428
526.1,-39.1685
526.2,-39.2069
526.3,-39.2467
526.4,-39.2894
526.5,-39.3186
526.6,-39.366
526.7,-39.3792
526.8,-39.4329
526.9,-39.4631
527,-39.4769
527.1,-39.5228
527.2,-39.5642
527.3,-39.6006
527.4,-39.6361
527.5,-39.6655
527.6,-39.697
527.7,-39.7207
527.8,-39.7708
527.9,-39.7936
528,-39.8363
528.1,-39.8621
528.2,-39.9044
528.3,-39.9185
528.4,-39.9731
528.5,-40.0071
528.6,-40.0427
528.7,-40.0547
528.8,-40.0901
528.9,-40.1283
529,-40.1731
529.1,-40.1915
529.2,-40.2317
529.3,-40.2608
529.4,-40.2942
529.5,-40.3405
529.6,-40.3527
529.7,-40.3659
529.8,-40.4195
529.9,-40.4455
530,-40.4828
530.1,-40.5263
530.2,-40.5332
530.3,-40.5901
530.4,-40.5871
530.5,-40.6167
530.6,-40.6504
530.7,-40.6918
530.8,-40.7293
530.9,-40.7607
531,-40.7903
531.1,-40.8006
531.2,-40.8281
531.3,-40.8631
531.4,-40.8965
531.5,-40.9403
531.6,-40.9716
531.7,-40.9938
531.8,-41.0279
531.9,-41.045
532,-41.0892
532.1,-41.1149
532.2,-41.124
532.3,-41.178
532.4,-41.1949
532.5,-41.2263
532.6,-41.2783
532.7,-41.2816
532.8,-41.3016
532.9,-41.3328
533,-41.369
533.1,-41.4057
533.2,-41.4172
533.3,-41.4604
533.4,-41.4771
533.5,-41.5197
533.6,-41.5309
533.7,-41.56
533.8,-41.6205
533.9,-41.601
534,-41.6566
534.1,-41.6952
534.2,-41.7158
534.3,-41.7417
534.4,-41.744
534.5,-41.7903
534.6,-41.8097
534.7,-41.8514
534.8,-41.8714
534.9,-41.9037
535,-41.9059
535.1,-41.9612
535.2,-41.9892
535.3,-41.9965
535.4,-42.0233
535.5,-42.0709
535.6,-42.0743
535.7,-42.11
535.8,-42.1263
535.9,-42.1638
536,-42.2052
536.1,-42.2031
536.2,-42.2437
536.3,-42.2443
536.4,-42.2938
536.5,-42.324
536.6,-42.3419
536.7,-42.3587
536.8,-42.3804
536.9,-42.4046
537,-42.4416
537.1,-42.4794
537.2,-42.5152
537.3,-42.5181
537.4,-42.549
537.5,-42.5582
537.6,-42.5771
537.7,-42.6034
537.8,-42.6624
537.9,-42.6725
538,-42.6836
538.1,-42.7197
538.2,-42.7615
538.3,-42.7673
538.4,-42.7902
538.5,-42.8298
538.6,-42.8719
538.7,-42.8656
538.8,-42.9036
538.9,-42.9026
539,-42.9559
539.1,-42.9711
539.2,-42.9787
539.3,-43.0444
539.4,-43.0409
539.5,-43.047
539.6,-43.08
539.7,-43.1073
539.8,-43.1261
539.9,-43.177
540,-43.2072
540.1,-43.2121
540.2,-43.2535
540.3,-43.2404
540.4,-43.2371
540.5,-43.288
540.6,-43.3088
540.7,-43.3457
540.8,-43.3878
540.9,-43.3895
541,-43.4198
541.1,-43.4449
541.2,-43.4643
541.3,-43.4778
541.4,-43.5112
541.5,-43.4948
541.6,-43.5524
541.7,-43.5702
541.8,-43.5906
541.9,-43.6359
542,-43.6584
542.1,-43.6642
542.2,-43.6541
542.3,-43.7146
542.4,-43.717
542.5,-43.7413
542.6,-43.78
542.7,-43.7968
542.8,-43.8038
542.9,-43.8277
543,-43.8723
543.1,-43.9017
543.2,-43.893
543.3,-43.9265
543.4,-43.9808
543.5,-43.9435
543.6,-43.9822
543.7,-43.9998
543.8,-44.0205
543.9,-44.0549
544,-44.0703
544.1,-44.1276
544.2,-44.1148
544.3,-44.1367
544.4,-44.1409
544.5,-44.1955
544.6,-44.1817
544.7,-44.2501
544.8,-44.252
544.9,-44.2708
545,-44.2747
545.1,-44.3254
545.2,-44.3413
545.3,-44.3342
545.4,-44.369
545.5,-44.3843
545.6,-44.4387
545.7,-44.4245
545.8,-44.4589
545.9,-44.4839
546,-44.4853
546.1,-44.5222
546.2,-44.5341
546.3,-44.5587
546.4,-44.5683
546.5,-44.6024
546.6,-44.626
546.7,-44.629
546.8,-44.6768
546.9,-44.7144
547,-44.6887
547.1,-44.7483
547.2,-44.7587
547.3,-44.7657
547.4,-44.7818
547.5,-44.7902
547.6,-44.8283
547.7,-44.831
547.8,-44.8575
547.9,-44.8974
548,-44.9252
548.1,-44.8807
548.2,-44.9163
548.3,-44.9441
548.4,-44.9923
548.5,-44.9805
548.6,-45.0072
548.7,-45.0436
548.8,-45.0345
548.9,-45.0872
549,-45.0789
549.1,-45.1258
549.2,-45.122
549.3,-45.1408
549.4,-45.1804
549.5,-45.1838
549.6,-45.2251
549.7,-45.2256
549.8,-45.2274
549.9,-45.2528
550,-45.2924
550.1,-45.2676
550.2,-45.3144
550.3,-45.3253
550.4,-45.3371
550.5,-45.404
550.6,-45.5432
550.7,-45.3972
550.8,-45.4019
550.9,-45.4412
551,-45.4762
551.1,-45.4911
551.2,-45.5092
551.3,-45.5371
551.4,-45.5605
551.5,-45.5562
551.6,-45.5765
551.7,-45.6076
551.8,-45.6266
551.9,-45.6297
552,-45.6621
552.1,-45.6538
552.2,-45.6942
552.3,-45.7247
552.4,-45.7351
552.5,-45.7581
552.6,-45.7656
552.7,-45.7889
552.8,-45.8218
552.9,-45.8147
553,-45.8342
553.1,-45.8393
553.2,-45.878
553.3,-45.9007
553.4,-45.9133
553.5,-45.9279
553.6,-45.9425
553.7,-45.9649
553.8,-45.9947
553.9,-46.0088
554,-45.998
554.1,-46.0323
554.2,-46.0724
554.3,-46.1064
554.4,-46.0757
554.5,-46.088
554.6,-46.0966
554.7,-46.1253
554.8,-46.1474
554.9,-46.2067
555,-46.1982
555.1,-46.1769
555.2,-46.2159
555.3,-46.2665
555.4,-46.2415
555.5,-46.2539
555.6,-46.3092
555.7,-46.3095
555.8,-46.303
555.9,-46.3524
556,-46.3315
556.1,-46.3642
556.2,-46.3753
556.3,-46.4383
556.4,-46.4216
556.5,-46.4464
556.6,-46.4559
556.7,-46.4971
556.8,-46.4839
556.9,-46.5339
557,-46.5161
557.1,-46.5528
557.2,-46.5693
557.3,-46.5601
557.4,-46.6052
557.5,-46.6176
557.6,-46.6354
557.7,-46.6669
557.8,-46.6652
557.9,-46.6796
558,-46.7209
558.1,-46.6799
558.2,-46.7247
558.3,-46.7409
558.4,-46.7547
558.5,-46.7575
558.6,-46.8507
558.7,-46.833
558.8,-46.8509
558.9,-46.8567
559,-46.8475
559.1,-46.8981
559.2,-46.8805
559.3,-46.89
559.4,-46.9234
559.5,-46.9318
559.6,-46.9525
559.7,-47.0104
559.8,-47
559.9,-46.9973
560,-46.9994
560.1,-47.0472
560.2,-47.0656
560.3,-47.0802
560.4,-47.0769
560.5,-47.0747
560.6,-47.1304
560.7,-47.1357
560.8,-47.2005
560.9,-47.2101
561,-47.216
561.1,-47.2302
561.2,-47.2441
561.3,-47.25
561.4,-47.2498
561.5,-47.2879
561.6,-47.2868
561.7,-47.2778
561.8,-47.3216
561.9,-47.3383
562,-47.3282
562.1,-47.3373
562.2,-47.3717
562.3,-47.399
562.4,-47.4027
562.5,-47.4112
562.6,-47.4218
562.7,-47.4484
562.8,-47.437
562.9,-47.4856
563,-47.5161
563.1,-47.4983
563.2,-47.5546
563.3,-47.5245
563.4,-47.576
563.5,-47.5547
563.6,-47.5968
563.7,-47.636
563.8,-47.6348
563.9,-47.6346
564,-47.6781
564.1,-47.6643
564.2,-47.6954
564.3,-47.6964
564.4,-47.7235
564.5,-47.7485
564.6,-47.7898
564.7,-47.7537
564.8,-47.7928
564.9,-47.7604
565,-47.8074
565.1,-47.8262
565.2,-47.8486
565.3,-47.8422
565.4,-47.881
565.5,-47.8432
565.6,-47.9009
565.7,-47.8911
565.8,-47.9371
565.9,-47.9249
566,-47.9444
566.1,-47.9514
566.2,-47.9897
566.3,-48.0122
566.4,-47.9805
566.5,-48.0311
566.6,-48.0282
566.7,-48.0539
566.8,-48.0666
566.9,-48.0834
567,-48.0425
567.1,-48.1274
567.2,-48.1187
567.3,-48.1188
567.4,-48.1593
567.5,-48.1559
