演算チャンネル,(1)CA-CH01:Channel01
窓関数,長方形
演算点数,100000
演算モード,リニアスペクトル
微積分設定,微積分しない
演算範囲,最新データ
オーバーオール(dBrms),16.869
,0dB=1m/s^2
周波数(Hz),データ(dB)
138.4,-57.1641
138.5,-57.593
138.6,-57.5551
138.7,-57.8099
138.8,-57.1085
138.9,-57.1621
139,-57.3094
139.1,-57.5259
139.2,-58.0009
139.3,-57.6562
139.4,-56.9452
139.5,-57.3003
139.6,-57.7179
139.7,-57.7609
139.8,-57.6704
139.9,-56.8527
140,-57.5309
140.1,-57.4889
140.2,-57.5469
140.3,-57.6598
140.4,-57.3335
140.5,-57.2488
140.6,-57.6902
140.7,-57.471
140.8,-57.4941
140.9,-57.34
141,-57.1177
141.1,-57.2807
141.2,-57.3571
141.3,-57.6817
141.4,-57.397
141.5,-57.158
141.6,-57.0321
141.7,-57.4446
141.8,-57.387
141.9,-57.582
142,-57.3841
142.1,-57.4403
142.2,-57.2028
142.3,-57.5552
142.4,-57.6781
142.5,-57.3135
142.6,-57.2299
142.7,-57.3107
142.8,-57.4285
142.9,-57.5621
143,-57.3258
143.1,-57.371
143.2,-57.2968
143.3,-57.5554
143.4,-57.4337
143.5,-57.3554
143.6,-57.0029
143.7,-57.3227
143.8,-57.5398
143.9,-57.3394
144,-57.3067
144.1,-57.2329
144.2,-57.2761
144.3,-57.4094
144.4,-57.4253
144.5,-57.3447
144.6,-57.243
144.7,-57.3687
144.8,-57.3445
144.9,-57.496
145,-57.6879
145.1,-57.6001
145.2,-57.4032
145.3,-57.1579
145.4,-57.2964
145.5,-57.5434
145.6,-57.4767
145.7,-57.2717
145.8,-57.2376
145.9,-57.229
146,-57.4871
146.1,-57.6073
146.2,-57.1821
146.3,-57.1659
146.4,-57.2398
146.5,-57.6563
146.6,-57.2892
146.7,-57.4741
146.8,-57.1496
146.9,-57.3233
147,-57.4691
147.1,-57.515
147.2,-57.4511
147.3,-57.3893
147.4,-57.3157
147.5,-57.5279
147.6,-57.2914
147.7,-57.4008
147.8,-57.5442
147.9,-57.1069
148,-57.3904
148.1,-57.5897
148.2,-57.3915
148.3,-57.3896
148.4,-57.1049
148.5,-57.5533
148.6,-57.5418
148.7,-57.1903
148.8,-57.5944
148.9,-57.3953
149,-57.1908
149.1,-57.4115
149.2,-57.3913
149.3,-57.6279
149.4,-57.45
149.5,-57.126
149.6,-57.2684
149.7,-57.4896
149.8,-57.3095
149.9,-57.3414
150,-57.2158
150.1,-57.142
150.2,-57.5025
150.3,-57.4012
150.4,-57.3006
150.5,-57.3263
150.6,-57.1587
150.7,-57.2518
150.8,-57.4638
150.9,-57.2826
151,-57.2966
151.1,-57.097
151.2,-57.5142
151.3,-57.6024
151.4,-57.4987
151.5,-56.9792
151.6,-57.249
151.7,-57.3019
151.8,-57.4479
151.9,-57.3413
152,-57.3256
152.1,-57.2196
152.2,-57.4034
152.3,-57.1932
152.4,-57.2778
152.5,-57.2155
152.6,-57.3543
152.7,-57.4025
152.8,-57.1383
152.9,-57.1588
153,-57.5155
153.1,-57.2648
153.2,-57.1679
153.3,-57.3437
153.4,-57.1752
153.5,-57.2474
153.6,-57.1206
153.7,-57.0616
153.8,-57.2239
153.9,-57.7211
154,-57.3677
154.1,-57.2244
154.2,-57.0574
154.3,-57.1421
154.4,-57.2991
154.5,-57.4125
154.6,-57.2067
154.7,-57.2375
154.8,-57.2389
154.9,-57.2636
155,-57.3998
155.1,-57.3258
155.2,-57.3141
155.3,-57.1795
155.4,-57.324
155.5,-57.3824
155.6,-57.2763
155.7,-57.2002
155.8,-57.3236
155.9,-57.1923
156,-57.3146
156.1,-57.2936
156.2,-57.2735
156.3,-57.4221
156.4,-57.2623
156.5,-57.2948
156.6,-57.2102
156.7,-57.1085
156.8,-57.1288
156.9,-57.1926
157,-57.1694
157.1,-57.3227
157.2,-57.2354
157.3,-57.3024
157.4,-57.2057
157.5,-57.1974
157.6,-57.3503
157.7,-57.143
157.8,-57.1152
157.9,-57.3033
158,-57.1352
158.1,-57.1976
158.2,-57.259
158.3,-57.318
158.4,-57.2651
158.5,-57.0407
158.6,-57.2211
158.7,-57.1954
158.8,-57.2796
158.9,-57.1008
159,-57.1552
159.1,-57.2797
159.2,-57.3416
159.3,-57.153
159.4,-57.2782
159.5,-57.1399
159.6,-57.2515
159.7,-57.1411
159.8,-57.2054
159.9,-57.0951
160,-57.3205
160.1,-57.1868
160.2,-57.176
160.3,-57.123
160.4,-57.2101
160.5,-57.1712
160.6,-57.2708
160.7,-57.3324
160.8,-57.2106
160.9,-57.0401
161,-57.2229
161.1,-57.1153
161.2,-57.24
161.3,-57.3036
161.4,-57.1913
161.5,-57.1621
161.6,-57.32
161.7,-57.1097
161.8,-57.202
161.9,-57.0841
162,-57.1434
162.1,-57.2109
162.2,-57.2691
162.3,-57.1506
162.4,-57.1551
162.5,-57.1366
162.6,-57.134
162.7,-57.2335
162.8,-57.1593
162.9,-57.1634
163,-57.1726
163.1,-57.1853
163.2,-57.0738
163.3,-57.1975
163.4,-57.2876
163.5,-57.1479
163.6,-57.142
163.7,-57.2914
163.8,-56.9828
163.9,-57.1255
164,-57.1047
164.1,-57.0638
164.2,-57.0695
164.3,-57.123
164.4,-57.3068
164.5,-57.065
164.6,-57.212
164.7,-56.9798
164.8,-57.024
164.9,-57.0371
165,-57.0679
165.1,-57.0769
165.2,-57.0711
165.3,-57.1962
165.4,-57.0939
165.5,-57.2415
165.6,-57.0392
165.7,-56.974
165.8,-57.2292
165.9,-57.1259
166,-57.0748
166.1,-57.1602
166.2,-57.123
166.3,-57.1826
166.4,-57.0241
166.5,-57.0671
166.6,-57.1098
166.7,-57.1375
166.8,-57.0301
166.9,-56.9458
167,-57.1803
167.1,-57.08
167.2,-57.1828
167.3,-57.167
167.4,-57.108
167.5,-57.2209
167.6,-57.1542
167.7,-57.1271
167.8,-57.2425
167.9,-57.0349
168,-57.1381
168.1,-57.007
168.2,-57.0233
168.3,-57.1124
168.4,-57.2288
168.5,-57.1835
168.6,-57.1992
168.7,-57.0948
168.8,-56.9899
168.9,-57.2044
169,-56.9489
169.1,-57.1155
169.2,-57.1068
169.3,-57.1276
169.4,-57.0902
169.5,-57.1757
169.6,-57.2589
169.7,-57.1605
169.8,-57.1441
169.9,-57.0546
170,-56.9847
170.1,-57.1375
170.2,-57.2554
170.3,-57.0421
170.4,-57.2762
170.5,-57.0743
170.6,-57.1002
170.7,-57.1174
170.8,-57.1382
170.9,-57.072
171,-56.944
171.1,-57.1056
171.2,-57.0763
171.3,-56.8963
171.4,-56.957
171.5,-57.0245
171.6,-56.9138
171.7,-57.0199
171.8,-57.1913
171.9,-56.9478
172,-56.9816
172.1,-57.0094
172.2,-56.9682
172.3,-57.0794
172.4,-57.0263
172.5,-57.1105
172.6,-56.9775
172.7,-57.1636
172.8,-56.9331
172.9,-57.137
173,-56.8954
173.1,-57.0715
173.2,-57.0853
173.3,-57.0367
173.4,-56.9624
173.5,-57.0017
173.6,-57.0021
173.7,-57.0543
173.8,-56.988
173.9,-57.0767
174,-57.0056
174.1,-57.0609
174.2,-56.9917
174.3,-57.1181
174.4,-56.9585
174.5,-56.9651
174.6,-57.0612
174.7,-57.0449
174.8,-57.1498
174.9,-56.9724
175,-57.05
175.1,-56.8615
175.2,-56.8428
175.3,-56.9993
175.4,-56.9688
175.5,-56.9393
175.6,-57.1053
175.7,-56.9932
175.8,-57.1257
175.9,-57.0811
176,-56.8417
176.1,-56.9387
176.2,-57.0024
176.3,-57.1493
176.4,-57.0562
176.5,-56.9868
176.6,-57.0983
176.7,-57.0351
176.8,-56.9467
176.9,-57.0862
177,-57.0298
177.1,-56.9586
177.2,-56.927
177.3,-56.9478
177.4,-56.8819
177.5,-56.9355
177.6,-56.934
177.7,-56.9168
177.8,-56.8882
177.9,-56.9667
178,-57.0317
178.1,-56.9768
178.2,-57.0487
178.3,-56.9622
178.4,-57.0182
178.5,-56.9605
178.6,-57.0055
178.7,-57.1381
178.8,-56.8401
178.9,-56.9442
179,-56.9118
179.1,-56.9929
179.2,-56.9433
179.3,-56.9501
179.4,-56.9881
179.5,-57.0908
179.6,-57.0405
179.7,-56.8958
179.8,-56.8721
179.9,-56.9309
180,-56.9524
180.1,-56.8855
180.2,-56.8825
180.3,-57.0126
180.4,-56.9713
180.5,-56.8144
180.6,-56.8334
180.7,-57.0378
180.8,-56.9667
180.9,-56.9912
181,-56.9053
181.1,-57.0185
181.2,-56.9521
181.3,-56.9949
181.4,-56.9331
181.5,-56.8508
181.6,-56.9021
181.7,-56.9517
181.8,-56.905
181.9,-56.9162
182,-56.9483
182.1,-56.9524
182.2,-56.8316
182.3,-56.988
182.4,-56.8494
182.5,-56.9824
182.6,-56.8099
182.7,-56.8709
182.8,-56.9488
182.9,-57.0741
183,-56.8754
183.1,-56.7509
183.2,-57.0485
183.3,-57.0552
183.4,-56.7587
183.5,-56.8999
183.6,-56.9435
183.7,-56.9036
183.8,-56.8493
183.9,-56.8696
184,-56.9254
184.1,-56.6908
184.2,-56.9553
184.3,-57.0234
184.4,-57.014
184.5,-56.9451
184.6,-56.8292
184.7,-56.813
184.8,-56.8197
184.9,-56.8788
185,-56.939
185.1,-56.8112
185.2,-56.8349
185.3,-56.8943
185.4,-56.941
185.5,-56.9608
185.6,-56.9348
185.7,-56.9294
185.8,-56.8328
185.9,-56.8138
186,-56.953
186.1,-56.8017
186.2,-56.8781
186.3,-56.897
186.4,-56.9132
186.5,-56.8859
186.6,-56.7802
186.7,-57.0316
186.8,-56.8991
186.9,-56.9109
187,-56.8417
187.1,-56.7989
187.2,-56.9104
187.3,-56.7583
187.4,-56.8887
187.5,-56.8856
187.6,-56.9232
187.7,-56.7527
187.8,-56.7632
187.9,-56.8676
188,-56.7877
188.1,-57.2
188.2,-56.759
188.3,-56.8197
188.4,-56.7203
188.5,-56.8399
188.6,-56.8135
188.7,-56.829
188.8,-56.8133
188.9,-56.9225
189,-56.7758
189.1,-56.7288
189.2,-56.8291
189.3,-56.6593
189.4,-56.7684
189.5,-56.8015
189.6,-56.7593
189.7,-56.7796
189.8,-56.8676
189.9,-56.8607
190,-56.8876
190.1,-56.7881
190.2,-56.9213
190.3,-56.8748
190.4,-56.8653
190.5,-56.9128
190.6,-57.1309
190.7,-56.6348
190.8,-56.7307
190.9,-56.7708
191,-56.8377
191.1,-56.7022
191.2,-56.6718
191.3,-56.7725
191.4,-56.8177
191.5,-56.7828
191.6,-56.7744
191.7,-56.6365
191.8,-56.7144
191.9,-56.7285
192,-56.7775
192.1,-56.7066
192.2,-56.6934
192.3,-56.6974
192.4,-56.7187
192.5,-56.8764
192.6,-56.6709
192.7,-56.7211
192.8,-56.7071
192.9,-56.6875
193,-56.6204
193.1,-56.6918
193.2,-56.6149
193.3,-56.7012
193.4,-56.6573
193.5,-56.7507
193.6,-56.5929
193.7,-56.7541
193.8,-56.7915
193.9,-56.8102
194,-56.6668
194.1,-56.5236
194.2,-56.6818
194.3,-56.6401
194.4,-56.7092
194.5,-56.567
194.6,-56.7126
194.7,-56.7165
194.8,-56.5741
194.9,-56.6881
195,-56.5788
195.1,-56.5843
195.2,-56.6274
195.3,-56.5459
195.4,-56.6235
195.5,-56.5312
195.6,-56.2522
195.7,-57.0222
195.8,-56.76
195.9,-56.7641
196,-56.8459
196.1,-56.6928
196.2,-56.7717
196.3,-56.6872
196.4,-56.55
196.5,-56.6644
196.6,-56.6255
196.7,-56.5065
196.8,-56.5949
196.9,-56.4771
197,-56.5913
197.1,-56.6373
197.2,-56.6967
197.3,-56.6635
197.4,-56.5913
197.5,-56.5694
197.6,-56.3922
197.7,-56.5912
197.8,-56.4545
197.9,-56.4021
198,-56.3444
198.1,-55.8564
198.2,-57.733
198.3,-56.9338
198.4,-56.6
198.5,-56.6864
198.6,-56.6462
198.7,-56.6276
198.8,-56.477
198.9,-56.4736
199,-56.6573
199.1,-56.5929
199.2,-56.7181
199.3,-56.3877
199.4,-56.4549
199.5,-56.3038
199.6,-56.3367
199.7,-56.1147
199.8,-56.0735
199.9,-56.0482
200,-55.9202
200.1,-55.631
200.2,-55.2303
200.3,-54.7187
200.4,-53.5652
200.5,-51.4023
200.6,-44.9115
200.7,-39.1192
200.8,-50.5474
200.9,-53.8616
201,-55.2265
201.1,-55.7744
201.2,-56.0797
201.3,-56.4923
201.4,-56.4395
201.5,-56.5311
201.6,-56.5937
201.7,-56.5595
201.8,-56.6139
201.9,-56.6185
202,-56.5165
202.1,-56.7011
202.2,-56.6679
202.3,-56.6579
202.4,-56.6954
202.5,-56.742
202.6,-56.7095
202.7,-56.7394
202.8,-56.5018
202.9,-56.6047
203,-56.6092
203.1,-56.3333
203.2,-57.8583
203.3,-56.9368
203.4,-56.7965
203.5,-56.8047
203.6,-56.7786
203.7,-56.7796
203.8,-56.7346
203.9,-56.6829
204,-56.6667
204.1,-56.6721
204.2,-56.6311
204.3,-56.7189
204.4,-56.6037
204.5,-56.6376
204.6,-56.6086
204.7,-56.6017
204.8,-56.6363
204.9,-56.6354
205,-56.6566
205.1,-56.6306
205.2,-56.6775
205.3,-56.6842
205.4,-56.6088
205.5,-56.6371
205.6,-56.6652
205.7,-57.3101
205.8,-56.6727
205.9,-56.5785
206,-56.6094
206.1,-56.7202
206.2,-56.6533
206.3,-56.6957
206.4,-56.6953
206.5,-56.6393
206.6,-56.6305
206.7,-56.6685
206.8,-56.6277
206.9,-56.6826
207,-56.5807
207.1,-56.6652
207.2,-56.7262
207.3,-56.5361
207.4,-56.6805
207.5,-56.6623
207.6,-56.5522
207.7,-56.5571
207.8,-56.6927
207.9,-56.5428
208,-56.5686
208.1,-56.624
208.2,-56.7037
208.3,-56.6765
208.4,-56.5699
208.5,-56.608
208.6,-56.6743
208.7,-56.6732
208.8,-56.6376
208.9,-56.5788
209,-56.5504
209.1,-56.574
209.2,-56.5091
209.3,-56.5832
209.4,-56.5354
209.5,-56.5151
209.6,-56.5306
209.7,-56.5428
209.8,-56.5438
209.9,-56.4916
210,-56.3993
210.1,-56.5834
210.2,-56.507
210.3,-56.476
210.4,-56.5537
210.5,-56.6005
210.6,-56.5661
210.7,-56.1999
210.8,-56.4452
210.9,-56.4278
211,-56.5366
211.1,-56.5383
211.2,-56.5352
211.3,-56.4141
211.4,-56.4202
211.5,-56.5106
211.6,-56.4989
211.7,-56.4027
211.8,-56.5041
211.9,-56.5606
212,-56.396
212.1,-56.5831
212.2,-56.5195
212.3,-56.4691
212.4,-56.4519
212.5,-56.4681
212.6,-56.5969
212.7,-56.4474
212.8,-56.4755
212.9,-56.5257
213,-56.3894
213.1,-56.4807
213.2,-56.1795
213.3,-56.4146
213.4,-56.3819
213.5,-56.4184
213.6,-56.4966
213.7,-56.5336
213.8,-56.4389
213.9,-56.4563
214,-56.3766
214.1,-56.5309
214.2,-56.4805
214.3,-56.4466
214.4,-56.5142
214.5,-56.5447
214.6,-56.531
214.7,-56.4608
214.8,-56.502
214.9,-56.5176
215,-56.4508
215.1,-56.5676
215.2,-56.4774
215.3,-56.3398
215.4,-56.5042
215.5,-56.4144
215.6,-56.4606
215.7,-56.4033
215.8,-56.5246
215.9,-56.4171
216,-56.5667
216.1,-56.3655
216.2,-56.3488
216.3,-56.3524
216.4,-56.3378
216.5,-56.4749
216.6,-56.4974
216.7,-56.42
216.8,-56.407
216.9,-56.5099
217,-56.4025
217.1,-56.5099
217.2,-56.4137
217.3,-56.4724
217.4,-56.412
217.5,-56.4095
217.6,-56.4083
217.7,-56.5186
217.8,-56.419
217.9,-56.4437
218,-56.3879
218.1,-56.4636
218.2,-56.5994
218.3,-56.2869
218.4,-56.3342
218.5,-56.3501
218.6,-56.2969
218.7,-56.41
218.8,-56.3924
218.9,-56.4359
219,-56.3226
219.1,-56.2563
219.2,-56.4108
219.3,-56.4238
219.4,-56.3765
219.5,-56.2592
219.6,-56.3637
219.7,-56.3809
219.8,-56.4551
219.9,-56.2727
220,-56.3508
220.1,-56.2741
220.2,-56.3917
220.3,-56.4585
220.4,-56.3772
220.5,-56.3671
220.6,-56.3332
220.7,-56.5853
220.8,-56.2171
220.9,-56.2766
221,-56.3767
221.1,-56.233
221.2,-56.3234
221.3,-56.3738
221.4,-56.2684
221.5,-56.3557
221.6,-56.3848
221.7,-56.3189
221.8,-56.2569
221.9,-56.3407
222,-56.3134
222.1,-56.3581
222.2,-56.2899
222.3,-56.3643
222.4,-56.1938
222.5,-56.4661
222.6,-56.3804
222.7,-56.3469
222.8,-56.4402
222.9,-56.3484
223,-56.2624
223.1,-56.2852
223.2,-56.4108
223.3,-56.1641
223.4,-56.2916
223.5,-56.2746
223.6,-56.2084
223.7,-56.338
223.8,-56.357
223.9,-56.3825
224,-56.3599
224.1,-56.269
224.2,-56.2298
224.3,-56.2722
224.4,-56.3093
224.5,-56.2806
224.6,-56.2808
224.7,-56.2772
224.8,-56.2147
224.9,-56.2306
225,-56.2291
225.1,-56.3035
225.2,-56.2464
225.3,-56.2575
225.4,-56.1937
225.5,-56.1171
225.6,-56.1308
225.7,-56.1817
225.8,-56.2755
225.9,-56.3285
226,-56.293
226.1,-56.207
226.2,-56.2231
226.3,-56.2258
226.4,-56.2434
226.5,-56.3063
226.6,-56.131
226.7,-56.3295
226.8,-56.253
226.9,-56.1729
227,-56.2066
227.1,-56.1706
227.2,-56.2378
227.3,-56.299
227.4,-56.1784
227.5,-56.2869
227.6,-56.1927
227.7,-56.1302
227.8,-56.2014
227.9,-56.2692
228,-56.1808
228.1,-56.1747
228.2,-56.1536
228.3,-56.3347
228.4,-56.1825
228.5,-56.2055
228.6,-56.1522
228.7,-56.2123
228.8,-56.1675
228.9,-56.2418
229,-56.2104
229.1,-56.2329
229.2,-56.2484
229.3,-56.1266
229.4,-56.1954
229.5,-56.1432
229.6,-56.1744
229.7,-56.1578
229.8,-56.0859
229.9,-56.2033
230,-56.2245
230.1,-56.233
230.2,-56.2468
230.3,-56.1786
230.4,-56.15
230.5,-56.2151
230.6,-56.1957
230.7,-56.134
230.8,-56.1102
230.9,-56.2166
231,-56.2481
231.1,-56.0613
231.2,-56.1487
231.3,-56.1642
231.4,-56.1244
231.5,-56.1918
231.6,-56.1568
231.7,-56.1131
231.8,-56.2444
231.9,-56.171
232,-56.1665
232.1,-56.1282
232.2,-56.1291
232.3,-56.1494
232.4,-56.1789
232.5,-56.1009
232.6,-56.1411
232.7,-56.0508
232.8,-56.1613
232.9,-56.0451
233,-56.1352
233.1,-56.0383
233.2,-56.0775
233.3,-56.1427
233.4,-56.2001
233.5,-56.0817
233.6,-56.0453
233.7,-56.0759
233.8,-56.1661
233.9,-56.1436
234,-56.1189
234.1,-56.1007
234.2,-56.0849
234.3,-56.1096
234.4,-56.0741
234.5,-56.163
234.6,-56.1147
234.7,-56.034
234.8,-56.0369
234.9,-56.187
235,-56.0678
235.1,-56.0797
235.2,-56.1324
235.3,-56.0334
235.4,-56.0474
235.5,-55.9971
235.6,-56.0801
235.7,-55.9765
235.8,-56.0069
235.9,-56.029
236,-55.9992
236.1,-56.0901
236.2,-56.0098
236.3,-56.0334
236.4,-55.9788
236.5,-56.1608
236.6,-55.9718
236.7,-55.9408
236.8,-55.9504
236.9,-56.067
237,-55.9241
237.1,-56.0564
237.2,-56.0507
237.3,-56.1004
237.4,-56.0414
237.5,-55.954
237.6,-55.9779
237.7,-55.9729
237.8,-56.0215
237.9,-55.9981
238,-56.0513
238.1,-55.9888
238.2,-55.992
238.3,-55.9465
238.4,-56.02
238.5,-55.9124
238.6,-56.0821
238.7,-55.9705
238.8,-55.9389
238.9,-55.9933
239,-56.0693
239.1,-55.9877
239.2,-55.9429
239.3,-55.9687
239.4,-55.9925
239.5,-56.0441
239.6,-55.9913
239.7,-55.9776
239.8,-56.0019
239.9,-55.8826
240,-55.9611
240.1,-55.9749
240.2,-56.0294
240.3,-55.9526
240.4,-55.9147
240.5,-55.8646
240.6,-56.0371
240.7,-56.0243
240.8,-56.0711
240.9,-55.9499
241,-55.8834
241.1,-56.0252
241.2,-55.8992
241.3,-55.9953
241.4,-55.8965
241.5,-55.9043
241.6,-55.8632
241.7,-55.8969
241.8,-56.0117
241.9,-56.0333
242,-55.9754
242.1,-55.9302
242.2,-55.981
242.3,-55.9499
242.4,-55.9223
242.5,-55.8534
242.6,-55.9111
242.7,-55.8652
242.8,-55.9389
242.9,-55.9404
243,-55.8457
243.1,-55.9411
243.2,-55.9499
243.3,-55.9969
243.4,-55.863
243.5,-55.8681
243.6,-55.9526
243.7,-55.9128
243.8,-55.9045
243.9,-55.7949
244,-55.8458
244.1,-55.8391
244.2,-56.0497
244.3,-55.8296
244.4,-55.886
244.5,-55.8749
244.6,-55.8502
244.7,-55.8463
244.8,-55.9598
244.9,-55.9004
245,-55.8669
245.1,-55.9148
245.2,-55.8328
245.3,-55.8042
245.4,-55.9231
245.5,-55.9013
245.6,-55.8358
245.7,-55.8129
245.8,-55.8575
245.9,-55.8654
246,-55.7349
246.1,-55.8989
246.2,-55.8578
246.3,-55.7869
246.4,-55.9263
246.5,-55.7921
246.6,-55.7699
246.7,-55.832
246.8,-55.7258
246.9,-55.8343
247,-55.8958
247.1,-55.8861
247.2,-55.8428
247.3,-55.802
247.4,-55.8795
247.5,-55.7622
247.6,-55.8523
247.7,-55.8204
247.8,-55.7577
247.9,-55.8587
248,-55.8043
248.1,-55.7731
248.2,-55.8238
248.3,-55.695
248.4,-55.7346
248.5,-55.8021
248.6,-55.7326
248.7,-55.728
248.8,-55.7461
248.9,-55.8576
249,-55.795
249.1,-55.835
249.2,-55.8376
249.3,-55.7739
249.4,-55.6928
249.5,-55.769
249.6,-55.884
249.7,-55.7763
249.8,-55.8187
249.9,-55.7728
250,-55.7327
250.1,-55.6644
250.2,-55.5913
250.3,-56.1161
250.4,-55.7514
250.5,-55.69
250.6,-55.796
250.7,-55.6926
250.8,-55.6108
250.9,-55.7169
251,-55.6836
251.1,-55.669
251.2,-55.65
251.3,-55.798
251.4,-55.7342
251.5,-55.7852
251.6,-55.6811
251.7,-55.7001
251.8,-55.6446
251.9,-55.7303
252,-55.7113
252.1,-55.696
252.2,-55.6928
252.3,-55.6514
252.4,-55.6927
252.5,-55.6952
252.6,-55.6996
252.7,-55.7368
252.8,-55.7581
252.9,-55.7289
253,-55.6702
253.1,-55.7614
253.2,-55.6367
253.3,-55.7298
253.4,-55.5876
253.5,-55.6615
253.6,-55.7122
253.7,-55.82
253.8,-55.6087
253.9,-55.6467
254,-55.6043
254.1,-55.6272
254.2,-55.645
254.3,-55.6711
254.4,-55.6823
254.5,-55.59
254.6,-55.6714
254.7,-55.6637
254.8,-55.7319
254.9,-55.6291
255,-55.6763
255.1,-55.6633
255.2,-55.735
255.3,-55.5387
255.4,-55.7152
255.5,-55.559
255.6,-55.587
255.7,-55.6831
255.8,-55.6253
255.9,-55.6894
256,-55.5727
256.1,-55.5635
256.2,-55.6918
256.3,-55.6214
256.4,-55.6339
256.5,-55.5838
256.6,-55.6886
256.7,-55.6983
256.8,-55.5813
256.9,-55.5612
257,-55.6078
257.1,-55.6013
257.2,-55.719
257.3,-55.545
257.4,-55.5906
257.5,-55.5002
257.6,-55.6608
257.7,-55.5437
257.8,-55.5437
257.9,-55.5891
258,-55.6704
258.1,-55.5484
258.2,-55.6164
258.3,-55.642
258.4,-55.4532
258.5,-55.579
258.6,-55.5688
258.7,-55.5741
258.8,-55.5553
258.9,-55.5623
259,-55.5234
259.1,-55.561
259.2,-55.5476
259.3,-55.5877
259.4,-55.5822
259.5,-55.4827
259.6,-55.4952
259.7,-55.465
259.8,-55.5023
259.9,-55.5315
260,-55.5549
260.1,-55.5701
260.2,-55.5208
260.3,-55.5759
260.4,-55.5674
260.5,-55.5863
260.6,-55.496
260.7,-55.5177
260.8,-55.4419
260.9,-55.4768
261,-55.4143
261.1,-55.4484
261.2,-55.47
261.3,-55.4766
261.4,-55.4753
261.5,-55.499
261.6,-55.5457
261.7,-55.5124
261.8,-55.5624
261.9,-55.4883
262,-55.4621
262.1,-55.4817
262.2,-55.5253
262.3,-55.5058
262.4,-55.4611
262.5,-55.4449
262.6,-55.5078
262.7,-55.4433
262.8,-55.5444
262.9,-55.542
263,-55.5159
263.1,-55.4219
263.2,-55.4519
263.3,-55.4897
263.4,-55.5292
263.5,-55.4936
263.6,-55.5191
263.7,-55.4988
263.8,-55.4401
263.9,-55.5769
264,-55.4054
264.1,-55.3837
264.2,-55.4128
264.3,-55.4518
264.4,-55.4895
264.5,-55.3826
264.6,-55.4194
264.7,-55.4016
264.8,-55.4584
264.9,-55.4264
265,-55.4206
265.1,-55.3511
265.2,-55.3175
265.3,-55.4335
265.4,-55.3576
265.5,-55.4685
265.6,-55.8011
265.7,-55.4655
265.8,-55.3428
265.9,-55.4429
266,-55.3906
266.1,-55.3752
266.2,-55.2914
266.3,-55.3519
266.4,-55.4307
266.5,-55.4477
266.6,-55.3114
266.7,-55.3082
266.8,-55.3457
266.9,-55.4995
267,-55.3445
267.1,-55.373
267.2,-55.392
267.3,-55.4043
267.4,-55.3754
267.5,-55.3349
267.6,-55.335
267.7,-55.3273
267.8,-55.4493
267.9,-55.3087
268,-55.2977
268.1,-55.2962
268.2,-55.2811
268.3,-55.2851
268.4,-55.4821
268.5,-55.3767
268.6,-55.307
268.7,-55.3025
268.8,-55.3377
268.9,-55.4435
269,-55.3674
269.1,-55.3
269.2,-55.3633
269.3,-55.3755
269.4,-55.3134
269.5,-55.2818
269.6,-55.384
269.7,-55.3105
269.8,-55.3387
269.9,-55.3601
270,-55.3534
270.1,-55.3094
270.2,-55.327
270.3,-55.2011
270.4,-55.2691
270.5,-55.3129
270.6,-55.429
270.7,-55.2229
270.8,-55.2423
270.9,-55.2458
271,-55.2941
271.1,-55.2541
271.2,-55.3207
271.3,-55.257
271.4,-55.256
271.5,-55.2942
271.6,-55.2263
271.7,-55.2201
271.8,-55.2776
271.9,-55.2664
272,-55.2039
272.1,-55.2264
272.2,-55.243
272.3,-55.2407
272.4,-55.1721
272.5,-55.1679
272.6,-55.2346
272.7,-55.2281
272.8,-55.2196
272.9,-55.1853
273,-55.2014
273.1,-55.2487
273.2,-55.1564
273.3,-55.2257
273.4,-55.1772
273.5,-55.2685
273.6,-55.188
273.7,-55.3268
273.8,-55.2395
273.9,-55.1367
274,-55.1514
274.1,-55.1986
274.2,-55.2475
274.3,-55.2169
274.4,-55.0691
274.5,-55.3023
274.6,-55.1323
274.7,-55.1599
274.8,-55.0893
274.9,-55.117
275,-55.2344
275.1,-55.1298
275.2,-55.1662
275.3,-55.2505
275.4,-55.1455
275.5,-55.0281
275.6,-55.1852
275.7,-55.1032
275.8,-55.113
275.9,-55.177
276,-55.1006
276.1,-55.0773
276.2,-55.0836
276.3,-55.1549
276.4,-55.0327
276.5,-55.0651
276.6,-54.9862
276.7,-55.1192
276.8,-55.1748
276.9,-55.1258
277,-55.1194
277.1,-55.0478
277.2,-55.0831
277.3,-55.0798
277.4,-55.1137
277.5,-55.0868
277.6,-55.0865
277.7,-55.1236
277.8,-55.1287
277.9,-55.0378
278,-55.1206
278.1,-55.0086
278.2,-55.0751
278.3,-55.0957
278.4,-55.1367
278.5,-54.9868
278.6,-55.1312
278.7,-55.0538
278.8,-54.9917
278.9,-55.1312
279,-55.0287
279.1,-55.0213
279.2,-55.0477
279.3,-55.0362
279.4,-55.0813
279.5,-54.9835
279.6,-55.0501
279.7,-55.0112
279.8,-55.0654
279.9,-55.0305
280,-55.0627
280.1,-55.0197
280.2,-54.9397
280.3,-55.0106
280.4,-54.9406
280.5,-54.9766
280.6,-55.0075
280.7,-55.0278
280.8,-55.0673
280.9,-55.0029
281,-54.9235
281.1,-55.038
281.2,-55.0198
281.3,-54.9706
281.4,-55.0616
