#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R3.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
ユニット種別,NR-500,(1)CA,未設定,未設定,未設定,未設定,未設定,未設定,未設定

計測モード,ノーマルモード
2010/11/03 02:10:43,507200,0.094
2010/11/03 02:10:43,507400,0.062
2010/11/03 02:10:43,507600,-0.026
2010/11/03 02:10:43,507800,-0.048
2010/11/03 02:10:43,508000,-0.058
2010/11/03 02:10:43,508200,0.010
2010/11/03 02:10:43,508400,0.080
2010/11/03 02:10:43,508600,0.074
2010/11/03 02:10:43,508800,0.016
2010/11/03 02:10:43,509000,-0.016
2010/11/03 02:10:43,509200,0.018
2010/11/03 02:10:43,509400,0.060
2010/11/03 02:10:43,509600,0.062
2010/11/03 02:10:43,509800,0.006
2010/11/03 02:10:43,510000,-0.104
2010/11/03 02:10:43,510200,-0.032
2010/11/03 02:10:43,510400,-0.024
2010/11/03 02:10:43,510600,-0.074
2010/11/03 02:10:43,510800,-0.116
2010/11/03 02:10:43,511000,-0.020
2010/11/03 02:10:43,511200,0.086
2010/11/03 02:10:43,511400,0.036
2010/11/03 02:10:43,511600,-0.034
2010/11/03 02:10:43,511800,-0.062
2010/11/03 02:10:43,512000,0.038
2010/11/03 02:10:43,512200,0.106
2010/11/03 02:10:43,512400,0.044
2010/11/03 02:10:43,512600,0.024
2010/11/03 02:10:43,512800,-0.028
2010/11/03 02:10:43,513000,-0.006
2010/11/03 02:10:43,513200,-0.042
2010/11/03 02:10:43,513400,-0.008
2010/11/03 02:10:43,513600,0.080
2010/11/03 02:10:43,513800,0.060
2010/11/03 02:10:43,514000,-0.010
2010/11/03 02:10:43,514200,-0.060
2010/11/03 02:10:43,514400,0.010
2010/11/03 02:10:43,514600,0.118
2010/11/03 02:10:43,514800,0.052
2010/11/03 02:10:43,515000,-0.046
2010/11/03 02:10:43,515200,-0.046
2010/11/03 02:10:43,515400,-0.012
2010/11/03 02:10:43,515600,-0.002
2010/11/03 02:10:43,515800,-0.020
2010/11/03 02:10:43,516000,0.002
2010/11/03 02:10:43,516200,0.042
2010/11/03 02:10:43,516400,0.046
2010/11/03 02:10:43,516600,0.006
2010/11/03 02:10:43,516800,-0.002
2010/11/03 02:10:43,517000,0.084
2010/11/03 02:10:43,517200,0.100
2010/11/03 02:10:43,517400,0.040
2010/11/03 02:10:43,517600,-0.010
2010/11/03 02:10:43,517800,-0.062
2010/11/03 02:10:43,518000,-0.076
2010/11/03 02:10:43,518200,-0.028
2010/11/03 02:10:43,518400,0.028
2010/11/03 02:10:43,518600,0.042
2010/11/03 02:10:43,518800,0.036
2010/11/03 02:10:43,519000,-0.032
2010/11/03 02:10:43,519200,-0.026
2010/11/03 02:10:43,519400,0.004
2010/11/03 02:10:43,519600,0.070
2010/11/03 02:10:43,519800,0.082
2010/11/03 02:10:43,520000,-0.008
2010/11/03 02:10:43,520200,-0.072
2010/11/03 02:10:43,520400,-0.104
2010/11/03 02:10:43,520600,-0.042
2010/11/03 02:10:43,520800,0.022
2010/11/03 02:10:43,521000,0.062
2010/11/03 02:10:43,521200,0.088
2010/11/03 02:10:43,521400,0.022
2010/11/03 02:10:43,521600,-0.048
2010/11/03 02:10:43,521800,-0.042
2010/11/03 02:10:43,522000,0.016
2010/11/03 02:10:43,522200,0.080
2010/11/03 02:10:43,522400,0.066
2010/11/03 02:10:43,522600,-0.018
2010/11/03 02:10:43,522800,-0.074
2010/11/03 02:10:43,523000,-0.068
2010/11/03 02:10:43,523200,-0.008
2010/11/03 02:10:43,523400,0.046
2010/11/03 02:10:43,523600,0.048
2010/11/03 02:10:43,523800,0.016
2010/11/03 02:10:43,524000,-0.038
2010/11/03 02:10:43,524200,-0.018
2010/11/03 02:10:43,524400,0.066
2010/11/03 02:10:43,524600,0.100
2010/11/03 02:10:43,524800,0.018
2010/11/03 02:10:43,525000,-0.084
2010/11/03 02:10:43,525200,-0.046
2010/11/03 02:10:43,525400,0.046
2010/11/03 02:10:43,525600,0.070
2010/11/03 02:10:43,525800,0.028
2010/11/03 02:10:43,526000,-0.040
2010/11/03 02:10:43,526200,-0.056
2010/11/03 02:10:43,526400,-0.004
2010/11/03 02:10:43,526600,0.062
2010/11/03 02:10:43,526800,0.086
2010/11/03 02:10:43,527000,0.074
2010/11/03 02:10:43,527200,0.026
2010/11/03 02:10:43,527400,-0.048
2010/11/03 02:10:43,527600,-0.080
2010/11/03 02:10:43,527800,-0.012
2010/11/03 02:10:43,528000,0.022
2010/11/03 02:10:43,528200,0.120
2010/11/03 02:10:43,528400,0.044
2010/11/03 02:10:43,528600,-0.030
2010/11/03 02:10:43,528800,-0.022
2010/11/03 02:10:43,529000,-0.026
2010/11/03 02:10:43,529200,0.020
2010/11/03 02:10:43,529400,0.114
2010/11/03 02:10:43,529600,0.066
2010/11/03 02:10:43,529800,-0.072
2010/11/03 02:10:43,530000,-0.104
2010/11/03 02:10:43,530200,-0.046
2010/11/03 02:10:43,530400,0.026
2010/11/03 02:10:43,530600,0.060
2010/11/03 02:10:43,530800,0.022
2010/11/03 02:10:43,531000,-0.022
2010/11/03 02:10:43,531200,-0.020
2010/11/03 02:10:43,531400,-0.006
2010/11/03 02:10:43,531600,0.026
2010/11/03 02:10:43,531800,0.000
2010/11/03 02:10:43,532000,-0.076
2010/11/03 02:10:43,532200,-0.030
2010/11/03 02:10:43,532400,0.042
2010/11/03 02:10:43,532600,0.048
2010/11/03 02:10:43,532800,0.002
2010/11/03 02:10:43,533000,-0.052
2010/11/03 02:10:43,533200,-0.026
2010/11/03 02:10:43,533400,-0.008
2010/11/03 02:10:43,533600,0.008
2010/11/03 02:10:43,533800,0.006
2010/11/03 02:10:43,534000,0.012
2010/11/03 02:10:43,534200,-0.004
2010/11/03 02:10:43,534400,-0.058
2010/11/03 02:10:43,534600,-0.054
2010/11/03 02:10:43,534800,0.014
2010/11/03 02:10:43,535000,0.022
2010/11/03 02:10:43,535200,0.014
2010/11/03 02:10:43,535400,0.000
2010/11/03 02:10:43,535600,-0.068
2010/11/03 02:10:43,535800,-0.086
2010/11/03 02:10:43,536000,-0.064
2010/11/03 02:10:43,536200,0.002
2010/11/03 02:10:43,536400,0.072
2010/11/03 02:10:43,536600,0.052
2010/11/03 02:10:43,536800,-0.008
2010/11/03 02:10:43,537000,-0.082
2010/11/03 02:10:43,537200,-0.076
2010/11/03 02:10:43,537400,-0.026
2010/11/03 02:10:43,537600,0.038
2010/11/03 02:10:43,537800,0.062
2010/11/03 02:10:43,538000,-0.030
2010/11/03 02:10:43,538200,-0.058
2010/11/03 02:10:43,538400,-0.008
2010/11/03 02:10:43,538600,0.034
2010/11/03 02:10:43,538800,0.050
2010/11/03 02:10:43,539000,0.008
2010/11/03 02:10:43,539200,-0.042
2010/11/03 02:10:43,539400,-0.088
2010/11/03 02:10:43,539600,-0.098
2010/11/03 02:10:43,539800,0.008
2010/11/03 02:10:43,540000,0.030
2010/11/03 02:10:43,540200,-0.066
2010/11/03 02:10:43,540400,-0.152
2010/11/03 02:10:43,540600,-0.030
2010/11/03 02:10:43,540800,0.118
2010/11/03 02:10:43,541000,0.000
2010/11/03 02:10:43,541200,-0.132
2010/11/03 02:10:43,541400,-0.092
2010/11/03 02:10:43,541600,0.036
2010/11/03 02:10:43,541800,0.050
2010/11/03 02:10:43,542000,-0.086
2010/11/03 02:10:43,542200,-0.086
2010/11/03 02:10:43,542400,0.030
2010/11/03 02:10:43,542600,0.032
2010/11/03 02:10:43,542800,-0.014
2010/11/03 02:10:43,543000,-0.064
2010/11/03 02:10:43,543200,0.038
2010/11/03 02:10:43,543400,0.072
2010/11/03 02:10:43,543600,-0.016
2010/11/03 02:10:43,543800,-0.084
2010/11/03 02:10:43,544000,-0.078
2010/11/03 02:10:43,544200,0.028
2010/11/03 02:10:43,544400,0.034
2010/11/03 02:10:43,544600,-0.018
2010/11/03 02:10:43,544800,-0.040
2010/11/03 02:10:43,545000,-0.020
2010/11/03 02:10:43,545200,0.012
2010/11/03 02:10:43,545400,-0.042
2010/11/03 02:10:43,545600,-0.062
2010/11/03 02:10:43,545800,0.078
2010/11/03 02:10:43,546000,0.146
2010/11/03 02:10:43,546200,0.014
2010/11/03 02:10:43,546400,-0.080
2010/11/03 02:10:43,546600,-0.064
2010/11/03 02:10:43,546800,0.046
2010/11/03 02:10:43,547000,0.030
2010/11/03 02:10:43,547200,-0.064
2010/11/03 02:10:43,547400,-0.042
2010/11/03 02:10:43,547600,-0.016
2010/11/03 02:10:43,547800,-0.002
2010/11/03 02:10:43,548000,0.000
2010/11/03 02:10:43,548200,0.040
2010/11/03 02:10:43,548400,0.094
2010/11/03 02:10:43,548600,0.036
2010/11/03 02:10:43,548800,-0.016
2010/11/03 02:10:43,549000,-0.076
2010/11/03 02:10:43,549200,-0.050
2010/11/03 02:10:43,549400,0.024
2010/11/03 02:10:43,549600,-0.002
2010/11/03 02:10:43,549800,-0.050
2010/11/03 02:10:43,550000,0.000
2010/11/03 02:10:43,550200,0.048
2010/11/03 02:10:43,550400,0.022
2010/11/03 02:10:43,550600,-0.064
2010/11/03 02:10:43,550800,-0.020
2010/11/03 02:10:43,551000,0.114
2010/11/03 02:10:43,551200,0.044
2010/11/03 02:10:43,551400,-0.086
2010/11/03 02:10:43,551600,-0.126
2010/11/03 02:10:43,551800,-0.008
2010/11/03 02:10:43,552000,0.088
2010/11/03 02:10:43,552200,0.062
2010/11/03 02:10:43,552400,0.008
2010/11/03 02:10:43,552600,-0.032
2010/11/03 02:10:43,552800,-0.032
2010/11/03 02:10:43,553000,0.006
2010/11/03 02:10:43,553200,0.012
2010/11/03 02:10:43,553400,0.080
2010/11/03 02:10:43,553600,0.068
2010/11/03 02:10:43,553800,0.036
2010/11/03 02:10:43,554000,-0.066
2010/11/03 02:10:43,554200,-0.142
2010/11/03 02:10:43,554400,-0.156
2010/11/03 02:10:43,554600,-0.106
2010/11/03 02:10:43,554800,0.370
2010/11/03 02:10:43,555000,0.208
2010/11/03 02:10:43,555200,0.018
2010/11/03 02:10:43,555400,0.070
2010/11/03 02:10:43,555600,-0.062
2010/11/03 02:10:43,555800,-0.122
2010/11/03 02:10:43,556000,0.206
2010/11/03 02:10:43,556200,0.020
2010/11/03 02:10:43,556400,-0.094
2010/11/03 02:10:43,556600,-0.054
2010/11/03 02:10:43,556800,-0.074
2010/11/03 02:10:43,557000,-0.070
2010/11/03 02:10:43,557200,0.132
2010/11/03 02:10:43,557400,0.222
2010/11/03 02:10:43,557600,0.054
2010/11/03 02:10:43,557800,0.024
2010/11/03 02:10:43,558000,-0.004
2010/11/03 02:10:43,558200,-0.070
2010/11/03 02:10:43,558400,0.030
2010/11/03 02:10:43,558600,0.082
2010/11/03 02:10:43,558800,0.042
2010/11/03 02:10:43,559000,-0.032
2010/11/03 02:10:43,559200,-0.056
2010/11/03 02:10:43,559400,-0.048
2010/11/03 02:10:43,559600,-0.014
2010/11/03 02:10:43,559800,0.142
2010/11/03 02:10:43,560000,0.232
2010/11/03 02:10:43,560200,0.042
2010/11/03 02:10:43,560400,-0.160
2010/11/03 02:10:43,560600,-0.108
2010/11/03 02:10:43,560800,-0.006
2010/11/03 02:10:43,561000,-0.008
2010/11/03 02:10:43,561200,-0.050
2010/11/03 02:10:43,561400,-0.068
2010/11/03 02:10:43,561600,-0.046
2010/11/03 02:10:43,561800,0.018
2010/11/03 02:10:43,562000,0.120
2010/11/03 02:10:43,562200,0.076
2010/11/03 02:10:43,562400,0.044
2010/11/03 02:10:43,562600,-0.044
2010/11/03 02:10:43,562800,-0.070
2010/11/03 02:10:43,563000,-0.014
2010/11/03 02:10:43,563200,0.052
2010/11/03 02:10:43,563400,0.090
2010/11/03 02:10:43,563600,0.068
2010/11/03 02:10:43,563800,0.052
2010/11/03 02:10:43,564000,-0.004
2010/11/03 02:10:43,564200,-0.024
2010/11/03 02:10:43,564400,0.032
2010/11/03 02:10:43,564600,0.070
2010/11/03 02:10:43,564800,0.098
2010/11/03 02:10:43,565000,0.068
2010/11/03 02:10:43,565200,-0.012
2010/11/03 02:10:43,565400,-0.026
2010/11/03 02:10:43,565600,-0.030
2010/11/03 02:10:43,565800,0.028
2010/11/03 02:10:43,566000,0.014
2010/11/03 02:10:43,566200,-0.024
2010/11/03 02:10:43,566400,-0.034
2010/11/03 02:10:43,566600,-0.024
2010/11/03 02:10:43,566800,0.036
2010/11/03 02:10:43,567000,0.090
2010/11/03 02:10:43,567200,0.138
2010/11/03 02:10:43,567400,0.098
2010/11/03 02:10:43,567600,0.028
2010/11/03 02:10:43,567800,-0.018
2010/11/03 02:10:43,568000,-0.014
2010/11/03 02:10:43,568200,0.020
2010/11/03 02:10:43,568400,0.070
2010/11/03 02:10:43,568600,0.024
2010/11/03 02:10:43,568800,-0.012
2010/11/03 02:10:43,569000,-0.010
2010/11/03 02:10:43,569200,0.038
2010/11/03 02:10:43,569400,0.028
2010/11/03 02:10:43,569600,-0.018
2010/11/03 02:10:43,569800,0.006
2010/11/03 02:10:43,570000,0.008
2010/11/03 02:10:43,570200,0.010
2010/11/03 02:10:43,570400,-0.068
2010/11/03 02:10:43,570600,-0.144
2010/11/03 02:10:43,570800,-0.114
2010/11/03 02:10:43,571000,0.090
2010/11/03 02:10:43,571200,0.026
2010/11/03 02:10:43,571400,-0.060
2010/11/03 02:10:43,571600,0.006
2010/11/03 02:10:43,571800,0.004
2010/11/03 02:10:43,572000,-0.026
2010/11/03 02:10:43,572200,0.120
2010/11/03 02:10:43,572400,0.136
2010/11/03 02:10:43,572600,-0.016
2010/11/03 02:10:43,572800,0.010
2010/11/03 02:10:43,573000,-0.028
2010/11/03 02:10:43,573200,-0.070
2010/11/03 02:10:43,573400,0.050
2010/11/03 02:10:43,573600,0.058
2010/11/03 02:10:43,573800,-0.008
2010/11/03 02:10:43,574000,-0.042
2010/11/03 02:10:43,574200,0.008
2010/11/03 02:10:43,574400,0.000
2010/11/03 02:10:43,574600,0.090
2010/11/03 02:10:43,574800,0.082
2010/11/03 02:10:43,575000,0.022
2010/11/03 02:10:43,575200,-0.028
2010/11/03 02:10:43,575400,-0.002
2010/11/03 02:10:43,575600,0.014
2010/11/03 02:10:43,575800,0.002
2010/11/03 02:10:43,576000,0.076
2010/11/03 02:10:43,576200,0.038
2010/11/03 02:10:43,576400,0.024
2010/11/03 02:10:43,576600,0.008
2010/11/03 02:10:43,576800,-0.010
2010/11/03 02:10:43,577000,0.060
2010/11/03 02:10:43,577200,0.096
2010/11/03 02:10:43,577400,0.092
2010/11/03 02:10:43,577600,-0.014
2010/11/03 02:10:43,577800,-0.116
2010/11/03 02:10:43,578000,-0.058
2010/11/03 02:10:43,578200,0.030
2010/11/03 02:10:43,578400,0.096
2010/11/03 02:10:43,578600,0.028
2010/11/03 02:10:43,578800,-0.018
2010/11/03 02:10:43,579000,-0.008
2010/11/03 02:10:43,579200,-0.038
2010/11/03 02:10:43,579400,-0.002
2010/11/03 02:10:43,579600,-0.026
2010/11/03 02:10:43,579800,-0.006
2010/11/03 02:10:43,580000,0.028
2010/11/03 02:10:43,580200,-0.018
2010/11/03 02:10:43,580400,-0.082
2010/11/03 02:10:43,580600,-0.032
2010/11/03 02:10:43,580800,0.098
2010/11/03 02:10:43,581000,0.124
2010/11/03 02:10:43,581200,0.004
2010/11/03 02:10:43,581400,-0.084
2010/11/03 02:10:43,581600,-0.110
2010/11/03 02:10:43,581800,-0.064
2010/11/03 02:10:43,582000,0.002
2010/11/03 02:10:43,582200,0.030
2010/11/03 02:10:43,582400,0.050
2010/11/03 02:10:43,582600,-0.002
2010/11/03 02:10:43,582800,-0.076
2010/11/03 02:10:43,583000,-0.048
2010/11/03 02:10:43,583200,0.044
2010/11/03 02:10:43,583400,0.094
2010/11/03 02:10:43,583600,0.038
2010/11/03 02:10:43,583800,-0.034
2010/11/03 02:10:43,584000,-0.076
2010/11/03 02:10:43,584200,-0.052
2010/11/03 02:10:43,584400,0.042
2010/11/03 02:10:43,584600,0.038
2010/11/03 02:10:43,584800,-0.004
2010/11/03 02:10:43,585000,-0.028
2010/11/03 02:10:43,585200,-0.036
2010/11/03 02:10:43,585400,0.044
2010/11/03 02:10:43,585600,0.060
2010/11/03 02:10:43,585800,0.004
2010/11/03 02:10:43,586000,-0.022
2010/11/03 02:10:43,586200,-0.062
2010/11/03 02:10:43,586400,-0.050
2010/11/03 02:10:43,586600,-0.050
2010/11/03 02:10:43,586800,-0.006
2010/11/03 02:10:43,587000,0.034
2010/11/03 02:10:43,587200,-0.010
2010/11/03 02:10:43,587400,-0.026
2010/11/03 02:10:43,587600,-0.034
2010/11/03 02:10:43,587800,-0.014
2010/11/03 02:10:43,588000,0.040
2010/11/03 02:10:43,588200,0.056
2010/11/03 02:10:43,588400,0.038
2010/11/03 02:10:43,588600,-0.060
2010/11/03 02:10:43,588800,-0.062
2010/11/03 02:10:43,589000,-0.052
2010/11/03 02:10:43,589200,0.002
2010/11/03 02:10:43,589400,0.054
2010/11/03 02:10:43,589600,0.012
2010/11/03 02:10:43,589800,-0.046
2010/11/03 02:10:43,590000,-0.114
2010/11/03 02:10:43,590200,-0.044
2010/11/03 02:10:43,590400,0.036
2010/11/03 02:10:43,590600,0.002
2010/11/03 02:10:43,590800,-0.014
2010/11/03 02:10:43,591000,-0.048
2010/11/03 02:10:43,591200,-0.048
2010/11/03 02:10:43,591400,-0.020
2010/11/03 02:10:43,591600,0.012
2010/11/03 02:10:43,591800,-0.060
2010/11/03 02:10:43,592000,-0.090
2010/11/03 02:10:43,592200,0.028
2010/11/03 02:10:43,592400,0.092
2010/11/03 02:10:43,592600,0.050
2010/11/03 02:10:43,592800,-0.060
2010/11/03 02:10:43,593000,-0.084
2010/11/03 02:10:43,593200,-0.010
2010/11/03 02:10:43,593400,0.050
2010/11/03 02:10:43,593600,0.054
2010/11/03 02:10:43,593800,-0.014
2010/11/03 02:10:43,594000,-0.030
2010/11/03 02:10:43,594200,-0.060
2010/11/03 02:10:43,594400,-0.032
2010/11/03 02:10:43,594600,-0.006
2010/11/03 02:10:43,594800,-0.004
2010/11/03 02:10:43,595000,-0.004
2010/11/03 02:10:43,595200,-0.012
2010/11/03 02:10:43,595400,-0.026
2010/11/03 02:10:43,595600,-0.054
2010/11/03 02:10:43,595800,-0.068
2010/11/03 02:10:43,596000,0.024
2010/11/03 02:10:43,596200,0.050
2010/11/03 02:10:43,596400,0.008
2010/11/03 02:10:43,596600,-0.018
2010/11/03 02:10:43,596800,-0.062
2010/11/03 02:10:43,597000,-0.018
2010/11/03 02:10:43,597200,0.018
2010/11/03 02:10:43,597400,0.078
2010/11/03 02:10:43,597600,0.064
2010/11/03 02:10:43,597800,0.012
2010/11/03 02:10:43,598000,-0.088
2010/11/03 02:10:43,598200,-0.086
2010/11/03 02:10:43,598400,-0.004
2010/11/03 02:10:43,598600,0.068
2010/11/03 02:10:43,598800,0.052
2010/11/03 02:10:43,599000,-0.048
2010/11/03 02:10:43,599200,-0.058
2010/11/03 02:10:43,599400,0.018
2010/11/03 02:10:43,599600,0.042
2010/11/03 02:10:43,599800,0.064
2010/11/03 02:10:43,600000,0.002
2010/11/03 02:10:43,600200,-0.108
2010/11/03 02:10:43,600400,-0.078
2010/11/03 02:10:43,600600,0.058
2010/11/03 02:10:43,600800,0.046
2010/11/03 02:10:43,601000,-0.040
2010/11/03 02:10:43,601200,-0.054
2010/11/03 02:10:43,601400,0.000
2010/11/03 02:10:43,601600,0.016
2010/11/03 02:10:43,601800,-0.024
2010/11/03 02:10:43,602000,0.026
2010/11/03 02:10:43,602200,0.130
2010/11/03 02:10:43,602400,0.118
2010/11/03 02:10:43,602600,-0.018
2010/11/03 02:10:43,602800,-0.144
2010/11/03 02:10:43,603000,-0.112
2010/11/03 02:10:43,603200,-0.024
2010/11/03 02:10:43,603400,0.098
2010/11/03 02:10:43,603600,0.056
2010/11/03 02:10:43,603800,-0.066
2010/11/03 02:10:43,604000,-0.114
2010/11/03 02:10:43,604200,-0.026
2010/11/03 02:10:43,604400,0.118
2010/11/03 02:10:43,604600,0.114
2010/11/03 02:10:43,604800,0.080
2010/11/03 02:10:43,605000,0.040
2010/11/03 02:10:43,605200,-0.044
2010/11/03 02:10:43,605400,-0.098
2010/11/03 02:10:43,605600,-0.054
2010/11/03 02:10:43,605800,0.000
2010/11/03 02:10:43,606000,0.026
2010/11/03 02:10:43,606200,-0.024
2010/11/03 02:10:43,606400,-0.034
2010/11/03 02:10:43,606600,-0.022
2010/11/03 02:10:43,606800,0.026
2010/11/03 02:10:43,607000,0.038
2010/11/03 02:10:43,607200,0.006
2010/11/03 02:10:43,607400,0.028
2010/11/03 02:10:43,607600,-0.030
2010/11/03 02:10:43,607800,-0.024
2010/11/03 02:10:43,608000,-0.004
2010/11/03 02:10:43,608200,0.020
2010/11/03 02:10:43,608400,0.024
2010/11/03 02:10:43,608600,0.020
2010/11/03 02:10:43,608800,-0.004
2010/11/03 02:10:43,609000,-0.064
2010/11/03 02:10:43,609200,0.004
2010/11/03 02:10:43,609400,0.080
2010/11/03 02:10:43,609600,0.044
2010/11/03 02:10:43,609800,-0.026
2010/11/03 02:10:43,610000,-0.052
2010/11/03 02:10:43,610200,-0.022
2010/11/03 02:10:43,610400,0.006
2010/11/03 02:10:43,610600,-0.040
2010/11/03 02:10:43,610800,-0.016
2010/11/03 02:10:43,611000,0.026
2010/11/03 02:10:43,611200,-0.014
2010/11/03 02:10:43,611400,-0.056
2010/11/03 02:10:43,611600,-0.070
2010/11/03 02:10:43,611800,0.042
2010/11/03 02:10:43,612000,0.048
2010/11/03 02:10:43,612200,0.044
2010/11/03 02:10:43,612400,0.026
2010/11/03 02:10:43,612600,0.026
2010/11/03 02:10:43,612800,0.036
2010/11/03 02:10:43,613000,0.036
2010/11/03 02:10:43,613200,0.012
2010/11/03 02:10:43,613400,-0.002
2010/11/03 02:10:43,613600,0.022
2010/11/03 02:10:43,613800,0.008
2010/11/03 02:10:43,614000,-0.040
2010/11/03 02:10:43,614200,-0.026
2010/11/03 02:10:43,614400,0.010
2010/11/03 02:10:43,614600,0.054
2010/11/03 02:10:43,614800,0.058
2010/11/03 02:10:43,615000,-0.024
2010/11/03 02:10:43,615200,-0.042
2010/11/03 02:10:43,615400,0.012
2010/11/03 02:10:43,615600,0.048
2010/11/03 02:10:43,615800,0.008
2010/11/03 02:10:43,616000,-0.010
2010/11/03 02:10:43,616200,0.030
2010/11/03 02:10:43,616400,0.018
2010/11/03 02:10:43,616600,-0.030
2010/11/03 02:10:43,616800,-0.036
2010/11/03 02:10:43,617000,0.020
2010/11/03 02:10:43,617200,0.060
2010/11/03 02:10:43,617400,0.036
2010/11/03 02:10:43,617600,0.044
2010/11/03 02:10:43,617800,0.016
2010/11/03 02:10:43,618000,-0.034
2010/11/03 02:10:43,618200,0.000
2010/11/03 02:10:43,618400,0.018
2010/11/03 02:10:43,618600,0.022
2010/11/03 02:10:43,618800,0.036
2010/11/03 02:10:43,619000,0.012
2010/11/03 02:10:43,619200,0.020
2010/11/03 02:10:43,619400,0.040
2010/11/03 02:10:43,619600,-0.010
2010/11/03 02:10:43,619800,-0.012
2010/11/03 02:10:43,620000,0.020
2010/11/03 02:10:43,620200,-0.022
2010/11/03 02:10:43,620400,-0.094
2010/11/03 02:10:43,620600,0.000
2010/11/03 02:10:43,620800,0.112
2010/11/03 02:10:43,621000,0.098
2010/11/03 02:10:43,621200,0.002
2010/11/03 02:10:43,621400,-0.068
2010/11/03 02:10:43,621600,-0.066
2010/11/03 02:10:43,621800,0.036
2010/11/03 02:10:43,622000,0.058
2010/11/03 02:10:43,622200,0.040
2010/11/03 02:10:43,622400,0.046
2010/11/03 02:10:43,622600,-0.028
2010/11/03 02:10:43,622800,-0.040
2010/11/03 02:10:43,623000,-0.034
2010/11/03 02:10:43,623200,0.052
2010/11/03 02:10:43,623400,0.092
2010/11/03 02:10:43,623600,0.088
2010/11/03 02:10:43,623800,0.054
2010/11/03 02:10:43,624000,-0.010
2010/11/03 02:10:43,624200,-0.002
2010/11/03 02:10:43,624400,0.046
2010/11/03 02:10:43,624600,0.012
2010/11/03 02:10:43,624800,0.058
2010/11/03 02:10:43,625000,0.032
2010/11/03 02:10:43,625200,-0.022
2010/11/03 02:10:43,625400,0.020
2010/11/03 02:10:43,625600,-0.002
2010/11/03 02:10:43,625800,0.062
2010/11/03 02:10:43,626000,0.100
2010/11/03 02:10:43,626200,0.056
2010/11/03 02:10:43,626400,-0.042
2010/11/03 02:10:43,626600,-0.030
2010/11/03 02:10:43,626800,0.008
2010/11/03 02:10:43,627000,0.026
2010/11/03 02:10:43,627200,0.082
2010/11/03 02:10:43,627400,0.072
2010/11/03 02:10:43,627600,0.000
2010/11/03 02:10:43,627800,-0.040
2010/11/03 02:10:43,628000,-0.008
2010/11/03 02:10:43,628200,0.032
2010/11/03 02:10:43,628400,0.122
2010/11/03 02:10:43,628600,0.066
2010/11/03 02:10:43,628800,-0.012
2010/11/03 02:10:43,629000,0.008
2010/11/03 02:10:43,629200,0.026
2010/11/03 02:10:43,629400,0.026
2010/11/03 02:10:43,629600,-0.002
2010/11/03 02:10:43,629800,0.006
2010/11/03 02:10:43,630000,-0.022
2010/11/03 02:10:43,630200,-0.026
2010/11/03 02:10:43,630400,-0.024
2010/11/03 02:10:43,630600,-0.066
2010/11/03 02:10:43,630800,-0.014
2010/11/03 02:10:43,631000,0.086
2010/11/03 02:10:43,631200,0.062
2010/11/03 02:10:43,631400,-0.030
2010/11/03 02:10:43,631600,-0.092
2010/11/03 02:10:43,631800,-0.038
2010/11/03 02:10:43,632000,0.052
2010/11/03 02:10:43,632200,0.056
2010/11/03 02:10:43,632400,0.006
2010/11/03 02:10:43,632600,0.000
2010/11/03 02:10:43,632800,-0.010
2010/11/03 02:10:43,633000,-0.018
2010/11/03 02:10:43,633200,-0.058
2010/11/03 02:10:43,633400,0.054
2010/11/03 02:10:43,633600,0.102
2010/11/03 02:10:43,633800,0.068
2010/11/03 02:10:43,634000,-0.040
2010/11/03 02:10:43,634200,-0.058
2010/11/03 02:10:43,634400,0.026
2010/11/03 02:10:43,634600,0.072
2010/11/03 02:10:43,634800,0.064
2010/11/03 02:10:43,635000,0.002
2010/11/03 02:10:43,635200,-0.036
2010/11/03 02:10:43,635400,-0.016
2010/11/03 02:10:43,635600,-0.024
2010/11/03 02:10:43,635800,0.006
2010/11/03 02:10:43,636000,0.018
2010/11/03 02:10:43,636200,0.062
2010/11/03 02:10:43,636400,0.042
2010/11/03 02:10:43,636600,-0.042
2010/11/03 02:10:43,636800,-0.020
2010/11/03 02:10:43,637000,0.032
2010/11/03 02:10:43,637200,0.132
2010/11/03 02:10:43,637400,0.102
2010/11/03 02:10:43,637600,0.004
2010/11/03 02:10:43,637800,-0.048
2010/11/03 02:10:43,638000,-0.060
2010/11/03 02:10:43,638200,-0.008
2010/11/03 02:10:43,638400,0.004
2010/11/03 02:10:43,638600,0.028
2010/11/03 02:10:43,638800,0.058
2010/11/03 02:10:43,639000,-0.002
2010/11/03 02:10:43,639200,-0.006
2010/11/03 02:10:43,639400,0.002
2010/11/03 02:10:43,639600,0.014
2010/11/03 02:10:43,639800,-0.012
2010/11/03 02:10:43,640000,0.026
2010/11/03 02:10:43,640200,-0.044
2010/11/03 02:10:43,640400,-0.130
2010/11/03 02:10:43,640600,-0.044
2010/11/03 02:10:43,640800,0.076
2010/11/03 02:10:43,641000,0.080
2010/11/03 02:10:43,641200,-0.032
2010/11/03 02:10:43,641400,-0.110
2010/11/03 02:10:43,641600,-0.088
2010/11/03 02:10:43,641800,0.034
2010/11/03 02:10:43,642000,0.094
